8419372	7598
8419376	7599
8419335	7610
8419379	7621
8419461	7632
8419464	7644
8419363	7655
8419339	7666
8419401	7677
8419404	7689
8419471	7700
8419614	7711
8419720	7723
8419493	7734
8419460	7745
8419432	7757
8419506	7769
8419488	7780
8419379	7791
8419471	7802
8419561	7814
8419480	7825
8419302	7836
8419123	7847
8419265	7859
8419327	7870
8419224	7881
8419398	7892
8419436	7904
8419460	7916
8419380	7927
8419350	7939
8419423	7950
8419531	7961
8419381	7972
8419312	7984
8419380	7995
8419437	8068
8419427	8075
8419495	8086
8419418	8097
8419242	8109
8419403	8120
8419315	8131
8419302	8142
8419335	8154
8419442	8165
8419252	8176
8419178	8187
8419324	8199
8419352	8210
8419364	8221
8419440	8233
8419539	8245
8419558	8256
8419415	8267
8419435	8279
8419291	8290
8419209	8301
8419367	8312
8419368	8324
8419351	8335
8419438	8346
8419404	8357
8419327	8369
8419307	8380
8419382	8392
8419428	8403
8419479	8415
8419505	8426
8419252	8437
8419308	8449
8419322	8460
8419304	8475
8419355	8482
8419424	8494
8419183	8505
8419362	8516
8419458	8527
8419455	8540
8419459	8551
8419407	8562
8419518	8573
8419324	8585
8419296	8596
8419528	8607
8419477	8619
8419468	8630
8419365	8641
8419307	8652
8419258	8664
8419210	8675
8419482	8686
8419485	8698
8419445	8710
8419305	8721
8419166	8732
8419311	8743
8419492	8755
8419450	8766
8419365	8777
8419340	8788
8419361	8800
8419345	8811
8419242	8822
8419223	8834
8419339	8845
8419314	8857
8419305	8868
8419364	8880
8419277	8891
8419166	8902
8419244	8913
8419175	8925
8419263	8936
8419347	8947
8419288	8958
8419393	8970
8419399	8981
8419343	8992
8419480	9005
8419522	9016
8419494	9027
8419309	9038
8419382	9050
8419505	9061
8419545	9072
8419442	9083
8419350	9095
8419206	9106
8419198	9117
8419354	9128
8419391	9140
8419414	9151
8419568	9163
8419578	9175
8419401	9186
8419237	9197
8419485	9208
8419556	9220
8419552	9231
8419487	9242
8419356	9253
8419317	9265
8419357	9276
8419279	9287
8419414	9303
8419483	9310
8419272	9322
8419262	9333
8419241	9345
8419283	9356
8419214	9367
8419345	9378
8419425	9390
8419356	9401
8419287	9412
8419274	9423
8419317	9435
8419306	9446
8419389	9457
8419395	9468
8419513	9481
8419413	9492
8419432	9503
8419530	9515
8419444	9526
8419325	9537
8419376	9548
8419462	9560
8419474	9571
8419316	9582
8419361	9593
8419585	9605
8419492	9616
8419306	9627
8419314	9639
8419538	9651
8419634	9662
8419462	9673
8419368	9684
8419408	9696
8419437	9707
8419536	9718
8419616	9730
8419450	9741
8419387	9752
8419353	9763
8419449	9775
8419469	9787
8419533	9798
8419480	9809
8419513	9821
8419571	9832
8419548	9843
8419469	9854
8419390	9866
8419345	9877
8419407	9888
8419470	9900
8419475	9911
8419402	9922
8419378	9933
8419322	9946
8419329	9957
8419569	9968
8419455	9979
8419383	9991
8419342	10002
8419357	10013
8419334	10024
8419393	10036
8419294	10047
8419336	10058
8419407	10070
8419482	10081
8419366	10092
8419306	10104
8419386	10116
8419414	10127
8419384	10138
8419263	10149
8419206	10161
8419295	10172
8419292	10183
8419369	10194
8419366	10206
8419497	10217
8419529	10228
8419555	10240
8419402	10252
8419329	10263
8419340	10274
8419246	10286
8419212	10297
8419347	10308
8419309	10319
8419342	10331
8419554	10342
8419510	10353
8419426	10364
8419441	10376
8419393	10387
8419330	10398
8419362	10411
8419484	10422
8419329	10433
8419252	10444
8419326	10456
8419199	10467
8419261	10478
8419440	10489
8419517	10501
8419404	10512
8419313	10523
8419389	10534
8419302	10546
8419273	10557
8419284	10569
8419346	10580
8419371	10592
8419291	10603
8419295	10614
8419290	10626
8419225	10637
8419363	10648
8419499	10659
8419301	10671
8419269	10682
8419289	10693
8419356	10704
8419464	10717
8419526	10728
8419368	10739
8419355	10750
8419267	10762
8419201	10773
8419265	10784
8419490	10796
8419533	10807
8419472	10818
8419473	10829
8419333	10841
8419376	10852
8419504	10863
8419401	10875
8419399	10887
8419533	11046
8419314	11057
8419347	11068
8419325	11079
8419396	11090
8419543	11102
