8418704	593488
8418557	593526
8418677	593564
8418639	593602
8418817	593640
8418722	593679
8418839	593717
8418813	593755
8418572	593793
8418741	593830
8418747	593868
8418737	593907
8418710	593945
8418650	593983
8418841	594021
8418598	594059
8418546	594098
8418544	594136
8418612	594173
8418619	594211
8418670	594249
8418664	594288
8418773	594326
8418630	594364
8418613	594402
8418725	594440
8418599	594479
8418766	594516
8418540	594554
8418663	594592
8418662	594630
8418599	594669
8418464	594776
8418696	594813
8418738	594852
8418624	594890
8418845	594928
8418696	594966
8418674	595004
8418517	595043
8418579	595081
8418620	595119
8418698	595156
8418674	595194
8418665	595233
8418841	595271
8418719	595309
8418464	595347
8418753	595385
8418715	595424
8418509	595462
8418778	595500
8418575	595537
8418762	595575
8418677	595613
8418636	595652
8418469	595690
8418831	595728
8418505	595766
8418515	595804
8418686	595843
8418558	595880
8418457	595918
8418640	595956
8418539	595998
8418716	596036
8418594	596074
8418545	596112
8418684	596150
8418625	596189
8418623	596227
8418491	596264
8418514	596302
8418550	596340
8418509	596379
8418594	596417
8418590	596455
8418636	596493
8418630	596531
8418451	596570
8418564	596608
8418440	596645
8418572	596683
8418708	596721
8418595	596759
8418576	596798
8418697	596836
8418502	596874
8418511	596912
8418422	596950
8418536	596988
8418457	597026
8418512	597064
8418366	597102
8418499	597140
8418539	597179
8418489	597220
8418469	597258
8418398	597296
8418546	597335
8418505	597372
8418534	597410
8418514	597448
8418470	597486
8418495	597525
8418523	597563
8418480	597601
8418614	597639
8418396	597677
8418754	597715
8418624	597753
8418566	597791
8418241	597829
8418590	597867
8418460	597905
8418719	597944
8418545	597982
8418567	598020
8418628	598057
8418717	598095
8418408	598134
8418535	598172
8418521	598210
8418546	598248
8418375	598286
8418475	598325
8418546	598363
8418434	598401
8418494	598443
8418525	598480
8418460	598518
8418556	598556
8418572	598594
8418588	598632
8418474	598671
8418503	598709
8418460	598747
8418474	598785
8418525	598822
8418535	598861
8418468	598899
8418463	598937
8418431	598975
8418594	599013
8418540	599052
8418610	599090
8418486	599128
8418454	599165
8418683	599203
8418453	599242
8418409	599280
8418590	599318
8418508	599356
8418527	599394
8418587	599433
8418538	599471
8418378	599508
8418329	599546
8418482	599584
8418547	599622
8418520	599664
8418630	599702
8418688	599740
8418472	599778
8418360	599816
8418726	599854
8418420	599892
8418628	599930
8418559	599968
8418528	600006
8418605	600044
8418573	600083
8418578	600121
8418516	600159
8418469	600197
8418362	600235
